id,date_of_birth,number_dependants,credit_utilization,debt_to_income_ratio,monthly_income,number_open_credit_lines,number_open_loans,number_90_days_past_due,number_charged_off,score1,score2,target
13485,1962-01-26,0,0.026066083550024273,0.480597608234932,2000,6,0,1,0,537,785,1
13486,1952-10-03,0,0.010711488891247685,0.26516029689891174,2100,6,3,0,0,693,802,0
13487,1977-01-01,1,0.041011619528643156,0.42956659419050913,2100,2,1,0,0,756,659,0
13488,1967-07-08,1,0.045871882372665825,0.266747600347501,2100,3,1,0,0,755,648,0
13489,1974-12-08,0,0.027426630871596483,0.1892461652667266,2500,4,2,0,0,834,711,0
13492,1942-06-16,0,0.014455490663961193,0.46772903244165576,2700,4,0,1,1,760,653,0
13493,1948-05-16,0,0.0014546787615425049,0.5742377256280483,2600,9,2,1,0,695,528,0
13494,1941-10-12,0,0.014283468384992242,0.39571082521475676,2800,6,3,1,0,744,720,0
13495,1945-10-29,2,0.0182883705541054,0.39276381789065234,2400,5,2,0,0,602,637,0
13497,1931-02-12,2,0.031334513329062154,0.4489114267219997,2300,1,4,0,0,764,770,0
13498,1965-06-18,1,0.0041713363685929985,0.3246271938364916,2000,4,3,0,0,576,772,0
13499,1974-12-02,0,0.014649938580913019,0.4150940146473035,2100,3,0,0,0,729,509,0
13500,1962-11-19,1,0.12362239347259053,0.6536752631683024,2100,5,2,0,0,663,636,0
13501,1991-01-17,0,0.03786328534762671,0.3049105903877381,2800,5,1,0,0,606,767,0
13502,1975-01-03,1,0.024568235131736844,0.3563466746008346,2400,5,2,0,0,652,578,0
13503,1935-06-22,0,0.0004950569994881013,0.3202913560752735,2400,4,4,1,0,690,555,0
13504,1992-08-30,-1,0.0020020448978754716,0.2687328713740557,2000,2,3,0,0,670,816,0
13505,1955-12-30,0,0.09101871463523228,0.21027133594521424,2400,5,1,0,0,833,555,0
13506,1986-08-22,1,0.04600035634711147,0.11897038862505752,2600,5,2,0,0,762,742,0
13507,1961-11-10,2,0.008403815713085449,0.36780221956951425,2100,4,1,0,0,563,751,0
13508,1950-06-06,0,0.009468132961388556,0.4269665637810717,2100,3,2,0,1,677,566,0
13509,1959-06-23,1,0.00888898298053571,0.20870468870505202,2200,7,2,0,0,604,625,0
13510,1951-04-27,1,0.1541406647906936,0.24591015162060503,2100,4,2,0,0,550,543,0
13511,1930-01-06,0,0.049307565319458915,0.4965758569006842,2300,2,2,1,0,533,514,1
13512,1976-06-16,0,0.027657319509715023,0.5906536825228161,2000,2,1,0,0,798,777,0
13513,1998-01-24,0,0.05502995201777162,0.4226907496649332,2600,7,3,0,1,632,820,0
13514,1982-04-12,1,0.022560753927607678,0.3452358845582434,2100,4,2,0,0,751,656,0
13515,1933-11-09,0,0.02631012320470036,0.32938402640103553,2000,2,4,0,0,675,546,0
13516,1953-02-25,1,0.008482994798014917,0.32510142100997563,2500,5,5,0,0,826,686,0
13517,1975-12-15,0,0.071593806522827,0.5214905853200548,2700,3,4,0,0,530,774,0
13518,1957-02-19,1,0.03693821575111558,0.3431900935293511,2500,5,2,0,0,798,540,0
13519,1987-10-05,0,0.03772047381546919,0.35666206435131953,2100,11,2,0,0,770,793,0
13520,1995-10-29,0,0.06426058521902538,0.361056309530705,2200,5,3,0,0,514,737,0
13521,1976-11-29,0,0.022201250009682445,0.6054643562312207,2300,6,4,0,0,686,614,0
13522,1950-10-15,0,0.06108888782066061,0.27749343884773875,2100,5,1,0,0,700,739,0
13524,1952-04-07,2,0.05604679643113965,0.45960349312376053,2400,2,2,0,0,753,665,1
13525,1963-09-13,1,0.07754786637750938,0.39164386928190004,2500,5,2,0,0,537,607,0
13526,1967-02-15,2,0.01356802456128403,0.34387824159693575,2700,5,2,0,0,798,540,0
13527,1940-08-21,1,0.06459416998621154,0.7354723079702141,2300,4,2,0,0,761,832,0
13528,1995-10-07,0,0.0015560883226140838,0.38780636375054606,2200,3,2,0,0,573,600,0
13529,1973-06-03,0,0.06655612087429333,0.11225169827296833,2000,5,3,0,0,592,839,0
13530,1964-05-24,0,0.000779252476303367,0.21358990431029626,2300,9,1,0,0,637,531,0
13531,1977-11-23,0,0.028733128132920078,0.28750724722591836,2500,6,0,0,0,551,577,0
13532,1979-10-18,0,0.12164756050318692,0.2738165551600653,2200,7,0,0,0,675,528,0
13533,1943-12-02,1,0.10126783442219849,0.5200817201636566,2500,9,1,1,0,785,523,0
13534,1966-06-24,0,0.013863365117928572,0.21058982465087395,2000,8,1,0,0,544,550,0
13535,1976-11-25,0,0.024991769466611788,0.395462949967525,2000,9,0,0,0,527,721,0
13536,1939-06-16,1,0.01298535043522592,0.22692466562721134,2500,3,3,0,0,813,654,0
13537,1968-08-14,0,0.33718000669949694,0.19006583554724613,2600,8,2,0,0,759,605,0
13538,1989-01-13,1,0.06350693297032131,0.3578119119554728,2000,6,5,0,0,777,561,0
13539,1989-12-22,0,0.04457979834260812,0.5235102260999048,2100,6,3,1,0,527,658,0
13540,1992-07-02,0,0.0057267715031200225,0.29037835961929276,3200,3,2,0,0,630,713,0
13541,1957-05-27,0,0.014782369571694695,0.5178135372757137,2200,1,2,0,0,792,550,0
13542,1966-02-10,1,0.04272546658360273,0.4009858474993023,2100,3,3,0,0,772,586,0
13543,1942-10-20,1,0.12400653204494128,0.29200114842403013,2000,5,3,0,0,809,679,0
13544,1996-06-16,1,0.04049941068915087,0.20246119157129525,2200,2,2,0,0,686,575,0
13545,1932-03-22,2,0.02389224186169,0.2392773806951724,2200,4,3,0,0,839,565,1
13546,1955-05-16,0,0.024851636077423668,0.3970974019563514,2000,4,1,0,0,667,708,0
13547,1995-07-24,0,0.05744932434433588,0.1497999438515871,2300,8,2,0,0,606,592,0
13548,1941-12-08,1,0.02323792984107969,0.34906154528502337,2000,8,2,0,0,758,627,0
13549,1946-09-06,0,0.09670180640453326,0.3255950606005502,2200,7,0,0,0,586,749,0
13550,1957-02-24,0,0.07164501199023829,0.394470903257023,2000,2,0,0,0,571,783,0
13552,1949-06-25,0,0.0014245909321401328,0.7148675891781996,2100,5,2,0,0,828,708,1
13553,1959-12-17,0,0.04324612516736312,0.349848967865047,2100,6,2,1,0,629,715,0
13554,1998-11-14,1,0.0011049892071509006,0.39997407846457256,2200,7,2,0,0,606,620,0
13555,1954-02-12,2,0.05796194411652836,0.2633859591376532,3000,1,2,0,0,651,594,0
13556,1969-08-28,0,0.04745339450264075,0.3765755920581875,2000,1,2,0,0,624,738,0
13557,1979-12-20,0,0.02334347603443017,0.332849939511995,2100,7,0,0,0,656,592,1
13558,1995-10-22,1,0.026634963892369096,0.03670919831149432,2200,1,0,0,1,521,755,0
13559,1970-05-15,1,0.06521426120412087,0.332469245196778,2700,2,2,0,0,552,758,0
13560,1928-11-03,0,0.1272145406713652,0.19940421278241585,2000,4,1,0,0,679,610,1
13561,1937-05-21,0,0.0020472566251141487,0.29883292719295934,2000,5,1,0,0,605,603,0
13562,1988-06-15,0,0.00022589510530592334,0.4330997625320233,2900,7,4,0,0,688,677,0
13563,1954-07-01,0,0.028167698541895055,0.581329266576965,2000,1,2,0,0,686,746,0
13564,1942-11-03,0,0.04478332852180535,0.31720497298366934,3800,2,2,0,0,620,638,0
13565,1993-05-20,0,0.001569808447231293,0.2712339908212065,2000,3,0,0,0,806,743,0
13566,1956-11-14,0,0.004323685888762217,0.4229793589024635,2400,7,3,0,0,735,681,0
13567,1938-04-23,0,0.017634568919451223,0.1592448456394115,2100,10,4,0,0,677,746,0
13568,1968-10-14,0,0.15002774790872142,0.19861977424318808,2100,11,3,0,0,587,724,0
13569,1961-11-11,1,0.1779429691087885,0.22157623191994905,2600,3,1,0,0,636,617,0
13570,1929-01-20,0,0.06881425378627164,0.5262869120188712,2100,6,4,0,0,539,817,0
13571,1971-03-04,1,0.004395288946580042,0.13046949987226836,2000,5,5,1,0,502,650,0
13573,1959-12-24,1,0.04186829089279718,0.2676561735581254,2500,7,3,0,0,724,512,0
13574,1975-06-17,3,0.12720273002630741,0.3474176260015356,2200,3,0,0,0,573,579,0
13575,1942-05-04,0,0.014777338768074353,0.22989553635162388,2600,5,3,0,0,699,754,0
13576,1931-07-01,1,0.015399091875975702,0.21645279182478216,2300,3,4,0,0,711,516,0
13577,1941-03-08,0,0.025804970956041836,0.3842385720217526,2900,7,2,0,0,766,595,0
13578,1993-12-04,1,0.03072345043144228,0.07991276526814625,2100,5,0,0,0,839,549,0
13579,1999-04-16,2,0.106730155087373,0.38837917858153426,2200,6,2,0,0,586,810,0
13580,1960-07-30,3,0.03512779640417766,0.48356775534820196,3000,1,0,0,0,608,731,0
13581,1932-01-10,2,0.035781633449840956,0.4677115685281018,2000,4,3,0,0,681,659,0
13582,1993-07-01,0,0.016162714346191927,0.5788129103891712,2700,5,3,0,0,794,787,0
13583,1939-12-19,0,0.00712024200007609,0.2771869426591389,2100,2,4,0,0,695,555,0
13584,1964-06-18,0,0.049847723991381154,0.37154049818987883,2100,2,2,0,0,747,795,0
13585,1966-05-21,0,0.015101225624264879,0.24609639071941863,2100,5,1,0,0,751,723,0
13586,1930-04-11,1,0.023657808902457753,0.3793246998118635,2400,9,3,0,0,594,649,0
13587,1995-02-10,1,0.018235523032184536,0.48701392634212126,2200,5,0,0,0,798,500,0
13588,1948-04-01,0,0.004047610407823837,0.32954492362854937,2000,7,2,0,0,657,782,0
13589,1981-06-01,0,0.010412631882014073,0.2856753107558621,2300,8,1,0,0,704,568,0
13590,1974-10-30,0,0.04715886944729375,0.3413997889385469,2000,5,3,0,0,756,780,0
13591,1975-01-19,0,0.008491557671630779,0.34885781326767634,2100,5,1,0,0,752,638,0
13592,1958-01-29,1,0.0303059818202397,0.1834993988830607,2400,7,4,0,0,776,656,0
13593,1984-05-07,2,0.062328663142998036,0.29890274101096986,3100,5,2,0,1,611,818,0
13594,1945-07-11,0,0.026197835467500496,0.08723993157699217,2200,5,2,0,0,559,669,0
13595,1967-04-08,0,0.0050611693564422775,0.5837638006698381,2700,3,2,0,1,616,617,0
13596,1974-05-31,0,0.04733505765548523,0.42366912636554366,2600,7,4,0,0,627,500,0
13597,1973-06-09,0,0.009233111675700477,0.23561218597101116,2300,6,1,0,0,660,518,0
13598,1958-12-09,0,0.10938235047232932,0.6133705479921958,2100,9,4,0,1,582,572,0
13599,1937-08-10,1,0.10259367095519852,0.18089643630155522,2300,4,0,0,0,701,544,0
13600,1951-12-07,0,0.045285568709792855,0.4218022032505088,2100,5,1,0,0,713,725,0
13601,1943-06-16,1,0.0015481170512115243,0.23041204569188742,3200,2,4,0,0,830,537,0
13602,1940-06-04,1,0.0004070820724804366,0.28870299086644363,2000,4,5,0,0,834,614,0
13603,1993-08-25,0,0.07891403990258271,0.22984495471048091,2400,4,0,0,0,533,779,0
13604,1931-05-18,0,0.022512864812186756,0.5142814686872076,2900,7,4,0,0,597,752,0
13605,1933-01-03,0,0.002842279940531343,0.38381739899499995,2100,2,1,0,0,519,742,0
13606,1997-06-20,0,0.005442002803225617,0.37111525297290227,2000,5,2,0,0,676,661,0
13607,1980-01-21,1,0.024009182835476112,0.3669440678696669,2000,5,1,0,0,685,585,0
13608,1990-12-21,0,0.036098185749644095,0.5136772690591105,2900,5,3,0,0,566,715,0
13609,1937-07-28,1,0.05431510535718473,0.2763846896891335,2100,4,0,0,0,801,549,0
13610,1988-05-14,0,0.018351928466406046,0.43343405477703195,2900,4,3,0,0,721,721,0
13611,1947-05-02,1,0.050145783196697935,0.4786473193815624,2200,3,5,0,0,702,530,0
13612,1960-02-17,0,0.08703394178945298,0.2845132375421442,2000,4,4,0,1,592,632,0
13613,1974-02-01,0,0.05092184198448927,0.5741290083280756,2700,2,6,0,0,674,570,0
13614,1991-04-05,0,0.019874276223147067,0.3656406059875303,2600,7,1,0,0,667,690,0
13615,1950-12-16,0,0.004800637718544546,0.28536582054922943,2100,3,1,0,0,513,640,0
13616,1960-10-14,0,0.03790568899277731,0.39500635878888246,2200,3,3,0,0,540,517,0
13617,1971-06-20,0,0.04907513578298693,0.36802259331462545,2300,7,1,0,0,642,627,0
13618,1967-10-28,2,0.002968241365736584,0.5980519155354475,2200,7,1,0,0,523,829,0
13619,1962-07-09,0,0.043087787137313024,0.29562913777549893,3100,4,0,1,0,612,514,0
13620,1998-04-18,1,0.0014647095752555975,0.3684172302952823,2200,5,2,0,1,572,714,1
13621,1988-07-17,2,0.00921637273672584,0.2178104340638168,2200,7,1,0,0,828,738,0
13622,1992-07-06,1,0.038633151217781096,0.3378185529005503,2100,2,0,0,1,791,599,0
13623,1961-10-22,2,0.015353202314752686,0.2997182936268618,2600,6,3,1,0,620,773,0
13624,1995-11-01,1,0.04054928489064712,0.23890306978738624,2200,0,4,0,0,708,564,0
13625,1928-08-13,0,0.07226423818863005,0.5652469437137206,2300,7,2,0,0,820,593,0
13626,1952-01-22,3,0.03747416911973572,0.20441861669534314,2000,4,0,0,0,642,740,0
13627,1952-02-16,0,0.1272475905274579,0.22516642203838902,2400,5,2,2,1,826,628,0
13628,1957-02-01,1,0.03551047117095358,0.3714930258563253,2000,6,1,0,0,504,652,0
13631,1961-06-05,0,0.004423243600436469,0.5531453516951302,2000,3,1,0,0,796,787,0
13632,1993-09-21,0,0.03893975272291333,0.4051953671558358,2400,6,5,0,1,593,774,0
13633,1997-05-07,0,0.028551575879055418,0.4679216388126455,2000,13,4,0,0,573,724,0
13634,1947-02-18,1,0.0327530751754743,0.3289683982174974,2700,4,3,0,0,829,690,0
13635,1980-10-13,1,0.03253805389310504,0.39202859389027567,2400,4,2,0,1,507,558,0
13636,1950-08-20,1,0.002804395355451075,0.25174405948951306,2900,9,2,0,0,609,665,0
13637,1946-03-25,0,0.010340949973314388,0.3758141211376709,2300,4,1,0,0,579,616,0
13638,1973-08-23,0,0.1452169914805708,0.37911390086340097,2200,12,2,0,0,533,697,0
13639,1998-12-08,0,0.040149404037303306,0.3768057873714235,2400,7,1,0,0,569,516,0
13640,1948-07-03,1,0.0016623678621554682,0.16095654131354759,2200,5,4,0,0,715,614,0
13641,1993-03-08,0,0.14139526589303028,0.4563023651731084,2200,2,2,0,0,596,796,1
13642,1987-01-17,0,0.009531579528662763,0.1821489855161406,2200,3,1,0,0,770,825,0
13643,1996-05-11,0,0.0018358923549163166,0.1149425364790843,2100,4,3,0,0,596,816,1
13644,1990-04-17,0,0.10106786745051052,0.18967763707959803,2300,5,5,0,0,525,708,0
13645,1998-09-24,2,0.0257268543361759,0.5221102516615268,2200,5,4,0,0,661,501,0
13646,1938-03-30,0,0.014580066370837004,0.4345062733208867,2000,3,2,0,0,687,721,0
13647,1959-12-28,0,0.06175725882216302,0.2980380989094688,2600,9,1,0,0,739,796,0
13648,1967-02-18,0,0.004052412391977033,0.39672710197243555,2000,3,0,1,0,763,660,0
13649,1950-10-05,0,0.08348436444398474,0.38625932772510235,2000,10,2,0,0,640,595,0
13650,1994-05-11,1,0.04645217506859838,0.3052245625256887,2200,9,0,0,0,805,586,0
13651,1947-08-03,0,0.06378857819116487,0.18572239849636105,2100,5,2,0,1,691,706,0
13653,1930-09-24,0,0.023604676695638687,0.503410434482834,2000,4,0,1,0,551,595,0
13654,1929-11-13,0,0.012286373307885241,0.3625765619652566,2000,7,0,0,0,632,614,0
13655,1994-04-08,1,0.023848283869428017,0.21060648178869978,2100,3,0,0,0,506,530,1
13656,1964-08-08,0,0.06328731048060002,0.4243798347556334,2500,4,0,0,0,815,738,0
13657,1980-07-17,0,0.07960613332350829,0.4793738542152812,2100,5,2,0,0,566,505,1
13658,1988-11-04,0,0.0026991541512748846,0.39909085053283133,2000,2,2,1,0,811,727,0
13659,1977-11-23,1,0.1358747364178514,0.2216739812714364,2000,4,2,0,0,678,634,0
13660,1946-12-16,1,0.01586553311026442,0.38403148234888385,2000,7,3,0,0,828,604,1
13661,1979-06-11,0,0.04147180527656307,0.366048793180276,2000,11,0,1,1,814,563,1
13662,1976-09-20,2,0.03318384169026685,0.5120318320636836,2800,2,1,0,2,644,682,0
13663,1977-05-05,1,0.007227836763862537,0.2996764642389966,2400,2,2,0,0,629,502,1
13664,1991-12-27,0,0.0595150809040415,0.40785824269600285,2200,3,3,0,0,787,703,0
13665,1964-06-04,0,0.034622234174602896,0.19495675361499765,2800,7,2,0,0,514,702,0
13666,1986-01-16,1,0.02844274110379823,0.34307929174133334,2000,9,0,0,0,587,682,1
13667,1973-07-13,0,0.009089927710223815,0.3153628583793053,2600,5,2,0,0,719,568,0
13668,1934-01-16,1,0.04271008113716844,0.3975096441391198,2600,4,1,0,0,593,602,0
13669,1981-08-19,0,0.022393784666136594,0.40390477950420506,2000,5,1,0,0,532,568,1
13670,1966-09-17,0,0.04898728036936921,0.3602994791017445,2000,5,4,0,0,800,672,0
13671,1959-02-27,2,0.006913917549716486,0.3062737791411379,2300,7,3,0,0,670,740,0
13672,1990-07-06,0,0.003738538241948664,0.3820637384268781,2100,6,3,0,0,742,761,0
13673,1995-08-28,1,0.01084530924486862,0.22352325592188518,2300,7,1,0,0,763,608,0
13674,1934-09-16,0,0.011674688215991831,0.2603029991449389,2100,4,1,1,0,834,612,1
13675,1945-09-28,1,0.0010873707325968086,0.3732280014521932,2000,4,5,0,0,837,632,0
13676,1998-09-13,0,0.002373045659313839,0.26314436593395507,2200,3,2,0,0,558,633,0
13677,1934-01-15,0,0.05189450075201503,0.29520091914272084,3300,3,2,0,0,702,781,0
13678,1956-12-26,1,0.019976551316759992,0.36967809310475835,2000,10,3,0,0,802,657,0
13679,1953-10-25,0,0.10954564830849499,0.26896000031962275,2300,3,1,0,0,561,502,0
13680,1971-04-24,1,0.01232472306450283,0.2336416394201823,2200,4,3,1,1,615,607,0
13681,1978-10-02,1,0.003775179141446515,0.5272630904694426,2000,6,3,0,0,572,549,0
13682,1989-09-20,0,0.07201320909432773,0.3180880806303954,2300,6,4,1,0,828,821,0
13684,1963-09-27,0,0.1774321772237825,0.14808464292026727,2500,4,1,0,0,674,777,0
13685,1969-04-08,2,0.016059611831972995,0.21844272811371573,2400,8,4,1,0,656,810,0
13686,1931-11-19,0,0.10181367183883552,0.26501571350672803,2200,3,1,0,0,796,714,0
13688,1931-09-17,0,0.0032627405188801442,0.22811428842104856,2200,3,3,0,0,807,500,0
13689,1978-08-09,1,0.056768246179947246,0.4265888719681798,2300,3,3,1,0,615,559,0
13690,1938-09-04,0,0.1366228013630873,0.5326002070932462,2100,3,5,0,0,666,773,0
13691,1938-08-04,0,0.01374091873885769,0.3447896791251278,2400,7,3,1,0,589,561,0
13692,1959-12-31,1,0.008038154910580375,0.42812069546758325,2200,8,3,0,0,501,694,1
13693,1948-10-26,0,0.03348124135212853,0.36649386851435944,2000,5,1,0,1,822,738,0
13694,1955-07-15,0,0.003972232594957366,0.40175579850267024,2700,2,3,0,0,623,637,0
13695,1961-12-31,0,0.007790434267384252,0.4312740569348172,2400,3,2,0,0,655,579,0
13696,1966-04-24,0,0.103201358317426,0.44897198069554967,2100,3,0,0,0,571,756,0
13697,1986-11-05,-1,0.021162331745860772,0.4061948998226619,2400,8,2,0,0,753,800,0
13698,1987-01-14,1,0.012950617890250293,0.35620946069938514,2900,3,0,0,0,617,584,0
13699,1936-05-07,1,0.08102859423592335,0.34579660361253217,2000,8,1,0,1,597,781,0
13700,1968-12-25,1,0.01979040576104981,0.30709070904121405,2500,1,3,0,0,639,727,0
13701,1940-06-12,1,0.015138040130699203,0.3715034289882749,2100,4,2,0,0,747,774,0
13702,1932-11-12,0,0.023862145162878715,0.1468314637933127,2000,2,2,0,0,534,734,1
13703,1942-03-25,0,0.09207500395310791,0.47569588259033607,2600,9,1,1,1,542,645,0
13704,1964-11-24,0,0.004449175766738544,0.1766637374248315,2100,5,3,0,0,529,796,1
13705,1931-11-12,1,0.11050674766152863,0.41646574527020536,2300,4,3,0,0,629,731,0
13706,1991-07-13,1,0.05959042610469483,0.2960328095310594,2000,5,1,1,0,825,794,0
13707,1994-12-28,0,0.011841308005657046,0.266652442884283,2000,2,3,0,0,663,766,0
13708,1930-07-08,0,0.02943761828151598,0.4704427255450947,2200,1,0,0,1,663,775,0
13709,1936-08-23,1,0.009564171226305445,0.5920935949304229,2500,3,1,0,1,680,712,0
13710,1946-09-18,0,0.06518130577132726,0.4834403631990427,2100,7,1,0,0,606,751,0
13711,1970-09-16,0,0.10281881474632791,0.41484104963811064,2100,3,0,0,0,665,584,0
13712,1965-02-15,1,0.00867251069533901,0.39745829210121864,2200,6,1,0,0,565,706,1
13714,1976-06-13,0,0.024660273573487705,0.7025411229862606,2300,5,4,0,0,688,672,0
13715,1938-12-28,0,0.09589475061195543,0.4585946081026383,2500,9,1,0,0,701,820,0
13716,1989-03-19,0,0.08849864870260311,0.2306857857061278,2000,6,6,0,0,590,522,0
13717,1931-12-23,0,0.1484712985422958,0.22375089811847063,2800,7,5,0,0,645,656,0
13718,1944-07-26,0,0.07740099470521519,0.3044019261377914,2100,5,2,0,0,722,588,0
13719,1953-12-03,1,0.03410003470660145,0.08442637241436479,2200,6,3,0,1,613,635,0
13720,1947-01-24,1,0.12765943505504584,0.23627399921389944,2200,7,4,0,0,792,772,0
13721,1997-09-23,1,0.0023930376808985084,0.1539657903761665,2400,4,1,0,0,820,688,0
13722,1970-01-22,0,0.03820954048796813,0.1567166777986863,2100,4,1,0,0,546,563,0
13723,1938-06-20,0,0.05485817630793375,0.27389867974423865,2200,5,2,0,1,773,652,1
13724,1942-12-23,1,0.07645743061416253,0.27908800463165273,2100,3,2,0,0,727,526,0
13725,1939-12-03,1,0.06290581459496367,0.4023528953979539,2200,4,2,0,0,810,749,0
13726,1981-01-03,0,0.09308086041486902,0.41519040062932533,2300,7,3,0,0,502,764,0
13727,1963-11-16,1,0.058447793704001036,0.3247943451174184,2100,8,1,0,0,677,594,0
13728,1972-01-25,0,0.038803767202309325,0.24734299808519472,2400,3,1,1,0,586,509,0
13729,1960-07-30,0,0.15404653080859643,0.1584230117232281,2000,9,3,0,0,624,565,0
13730,1938-12-22,0,0.031731579405044744,0.3337508655932262,2200,8,0,0,0,799,693,0
13731,1962-03-10,0,0.021015708054087274,0.4427832099713877,2000,4,0,0,0,716,543,0
13732,1953-07-13,1,0.0031286676883390857,0.35917694190865396,2100,6,2,0,0,573,536,0
13733,1959-05-24,0,0.011291273274219676,0.2722697603884837,2900,10,0,0,0,822,574,0
13734,1968-04-10,1,0.06670060280467888,0.15170142684935906,3000,7,2,0,0,724,714,0
13735,1994-01-18,0,0.010641683663657678,0.59500091727987,3000,7,1,0,0,503,571,0
13736,1988-07-26,-1,0.05076848280390459,0.4262692743953981,2100,6,1,2,0,651,750,0
13737,1984-05-22,1,0.004824513936680287,0.23682131049041816,2400,8,3,0,0,750,550,0
13738,1934-04-13,0,0.04099953334406438,0.3026824416180864,2300,3,0,0,0,538,645,0
13739,1946-01-23,0,0.041095487790563476,0.2689245896850732,2200,6,1,0,0,720,615,0
13740,1940-12-19,0,0.0473650980567726,0.2406860489035767,2000,7,2,1,0,627,572,0
13741,1932-06-15,0,0.044554702082369405,0.10799850258922478,3000,6,2,0,0,689,718,0
13742,1951-12-27,0,0.12302074243865525,0.45540444025344934,2200,5,1,0,0,677,537,0
13743,1934-07-12,-1,0.10520024747337964,0.20508915008128248,2000,3,4,0,0,648,710,1
13744,1935-10-06,1,0.0005291384386057987,0.25515486307860963,2100,3,1,0,0,611,767,1
13745,1957-08-15,0,0.03250538235232774,0.3488285996537853,2000,5,2,0,0,775,557,0
13746,1957-05-13,0,0.03309461942022662,0.3905012563072322,2600,6,1,0,0,668,537,0
13747,1976-12-02,-1,0.0016375556757155408,0.3901806233532746,2200,1,2,0,0,510,569,0
13748,1981-06-02,0,0.07323351673348524,0.45201341683916685,2300,2,0,0,0,606,834,0
13749,1934-03-27,0,0.01713154129104449,0.6406378601176771,2000,5,1,0,0,580,659,0
13750,1998-03-20,0,0.05120275424634668,0.4131387529706359,2900,5,2,1,0,726,684,0
13751,1982-04-10,0,0.002510115092784772,0.21058350019078842,2000,7,5,0,0,595,615,0
13752,1977-06-26,1,0.04197427179691883,0.16086591592826854,2000,4,1,0,0,646,567,0
13753,1949-10-17,1,0.002588595431486468,0.3432385180494112,2000,6,1,0,1,525,793,1
13754,1985-10-21,0,0.08242350245821163,0.4023137773811286,2900,3,4,0,0,702,829,0
13755,1942-10-09,1,0.00806844566441806,0.3586468347276791,2300,3,1,0,0,821,512,1
13756,1950-06-09,1,0.05021226491538323,0.30499556094663965,2300,3,3,0,1,678,641,0
13757,1966-04-20,0,0.019779574385589065,0.17888253168157725,2000,2,2,0,1,566,615,0
13758,1948-12-16,1,0.0060738566023423755,0.23611901399461319,2200,4,3,0,0,748,773,0
13759,1933-11-10,1,0.03566178978521026,0.21460300587730216,2300,10,2,0,0,750,590,0
13761,1945-01-01,0,0.015056907443150493,0.23072970164908402,2000,4,0,0,0,631,773,0
13762,1958-10-03,0,0.02331175043123925,0.2597746423891951,2000,3,1,0,0,768,721,0
13763,1936-06-01,4,0.01548709303426772,0.2878306413008303,2100,4,2,0,0,809,590,0
13764,1983-02-23,1,0.02330115779232362,0.3252582830328952,2000,8,3,0,0,819,777,0
13765,1933-08-06,0,0.03178993353911708,0.30279304717402966,2000,4,1,0,0,669,542,1
13766,1952-01-12,2,0.030337031537055623,0.3507511249660221,2600,6,2,0,0,751,829,0
13767,1970-06-11,1,0.00871253287239811,0.3358319142684156,2200,8,1,0,0,544,587,0
13768,1940-12-29,0,0.07436610375945171,0.4483261568080299,2600,7,3,0,0,506,820,1
13769,1985-05-27,0,0.050344876990009196,0.4535202864710115,3000,6,4,0,0,701,553,0
13770,1961-10-29,1,0.022821635708951075,0.14852081617003626,2300,5,3,0,0,573,818,0
13771,1944-05-07,0,0.0930198822293754,0.5560328288663512,2200,4,4,0,1,754,553,0
13772,1945-11-17,1,0.022529092762083137,0.13912478918970334,2100,6,0,0,0,628,539,0
13773,1971-07-17,1,0.029408839369633413,0.3862122274849753,2100,8,0,0,0,752,634,0
13774,1955-08-27,0,0.016236699423453793,0.3669407897376665,2100,3,1,0,0,557,829,0
13775,1962-07-12,0,0.0075023135629904225,0.39606013644696314,2500,6,1,0,0,806,550,0
13776,1983-02-19,1,0.09107617768391768,0.22862273939301533,2000,5,2,1,0,654,791,0
13777,1992-11-05,2,0.006586305895499084,0.31395007911535106,2200,9,1,0,0,793,650,0
13778,1980-09-21,1,0.08818058902086276,0.49649329665979697,2000,4,3,0,0,703,756,0
13779,1954-07-04,0,0.13828997490284486,0.358610139825441,2500,4,2,0,0,701,837,0
13781,1983-07-16,0,0.0681847052561361,0.47212198841330577,2200,2,3,0,0,719,588,0
13782,1964-12-03,0,0.07798126925388445,0.4228118172320108,2200,4,2,0,0,702,735,0
13783,1995-07-27,0,0.04696861489432241,0.3865030957564604,2800,8,1,0,0,595,693,0
13784,1941-12-21,1,0.05708560234060307,0.3618955512494793,2300,6,0,1,0,572,561,0
13785,1983-10-06,0,0.12312639712446478,0.36603598626374934,2400,6,6,0,0,697,684,0
13786,1975-08-22,1,0.0640810011777327,0.16256668971802485,2200,4,1,0,0,694,576,0
13787,1935-05-11,0,0.01757065484536714,0.48638914339273137,2100,5,5,0,0,812,703,0
13788,1977-11-21,0,0.02149706751374459,0.47515500193478916,2400,3,2,0,0,663,569,0
13789,1947-01-14,0,0.004624260441520641,0.3468763386922712,2100,5,2,0,0,598,567,0
13790,1981-03-11,0,0.011063727743972743,0.4496172962130896,2000,3,5,0,0,656,728,0
13791,1997-02-07,0,0.03741347486481623,0.28945644914997715,3000,7,5,0,0,625,813,0
13792,1964-03-13,1,0.017059565999433767,0.42865950921247736,2100,10,2,0,0,544,732,0
13793,1928-11-06,0,0.020226633286474106,0.3050637788845338,2000,7,2,0,0,806,740,0
